Bias Category,Bias Type,Business as victim,Case Type,Location Type,Open Data Case Number,Primary Offense Type,Report Month/Year,Suspect Age,Suspect Gender,Suspect Race,Victim Age,Victim Gender,Victim Race,Victim Suspect Relationship
Race,ANTI-WHITE,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,22222222807,Aggravated Assault,August 2022,17,Male,White,40,Male,Black,VICTIM WAS STRANGER
Religion,ANTI-CATHOLIC,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,24119241303,Vandalism,July 2019,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-CATHOLIC,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,34101734123,Vandalism,February 2017,,,,,,,
Religion,ANTI-CATHOLIC,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,18522185268,Vandalism,July 2022,,,,,,,
Religion,ANTI-CATHOLIC,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,18522185429,Vandalism,July 2022,28,Male,White,,,,
Religion,ANTI-CATHOLIC,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,68022680518,Vandalism,May 2022,44,Male,Black,,,,
Religion,"ANTI-EASTERN ORTHODOX (RUSSIAN, GREEK, OTHER)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,17222172289,Vandalism,June 2022,51,Male,White,45,Female,White,VICTIM WAS NEIGHBOR
Religion,"ANTI-EASTERN ORTHODOX (RUSSIAN, GREEK, OTHER)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,17222172289,Vandalism,June 2022,51,Male,White,47,Male,White,VICTIM WAS NEIGHBOR
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Residence /Home,34301934391,Hit & Run-Property,January 2019,30,Male,White,30,Female,White,VICTIM WAS NEIGHBOR
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,31919319198,Aggravated Assault,September 2019,,Male,,22,Male,Asian,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,16717167559,Intimidation,May 2017,30,Male,White,22,Female,Unknown,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,16717167559,Intimidation,May 2017,30,Male,White,22,Male,Black,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,38801738874,Intimidation,February 2017,30,Male,White,18,Female,Black,VICTIM WAS STRANGER
Religion,ANTI-ISLAM (MUSLIM),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,22401622494,Vandalism,January 2016,,,,30,Male,White,RELATIONSHIP UNKNOWN
Religion,ANTI-ISLAM (MUSLIM),VICTIM,BIAS CRIME,Cyberspace,39519395230,Intimidation,November 2019,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-ISLAMIC (MUSLIM),,BIAS INCIDENT,Cyberspace,80122801433,Disorderly Conduct,April 2022,,,,,,,
Religion,ANTI-JEWISH,,BIAS CRIME,Other/Unknown,80122801232,Vandalism,April 2022,,,,42,Male,Latinx,
Religion,ANTI-JEWISH,,BIAS CRIME,Residence/Home,33620336673,Simple Assault,November 2020,,,,43,Male,White,
Religion,ANTI-JEWISH,,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,20116201864,Simple Assault,June 2016,50,Male,White,22,Male,White,VICTIM WAS STRANGER
Religion,ANTI-JEWISH,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,19121191959,Vandalism,July 2021,,,,28,Female,White,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Church/Synagogue/Temple/Mosque,19322193641,,July 2022,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Church/Synagogue/Temple/Mosque,25420254342,,August 2020,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Jail/Prison/Penitentiary/Corrections Facility,92520925784,,December 2020,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Jail/Prison/Penitentiary/Corrections Facility,92620926328,,December 2020,,,,38,Female,White,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Jail/Prison/Penitentiary/Corrections Facility,92620926330,,December 2020,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Residence/Home,17202217202,Simple Assault,January 2022,31,Female,Black,46,Female,White,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,58502258511,,March 2022,,,,,,,
Religion,ANTI-JEWISH,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,68121681371,,September 2021,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Air/Bus/Train Terminal,82602282653,Vandalism,March 2022,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,23118231640,Vandalism,July 2018,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,25416254749,Vandalism,August 2016,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,35615356924,Vandalism,October 2015,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/ Temple/Mosque,90618906489,Vandalism,April 2018,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,80021800437,Vandalism,February 2021,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Construction Site,28420284836,Vandalism,September 2020,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Cyberspace,39519395230,Intimidation,November 2019,,,,,,,RELATIONSHIP UNKNOWN
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Park/Playground,11721117659,Vandalism,May 2021,43,Female,Latinx,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Parking/Drop Lot/Garage,11322113648,Vandalism,April 2022,35,Male,White,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Restaurant,86601986690,Vandalism,March 2019,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS CRIME,Restaurant,88801988853,Vandalism,March 2019,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS INCIDENT,Air/Bus/Train Terminal,80321803088,Vandalism,October 2021,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS INCIDENT,Restaurant,86320218638,Vandalism,January 2021,,,,,,,
Religion,ANTI-JEWISH,VICTIM,BIAS INCIDENT,School-Elementary/Secondary,68202268213,Vandalism,March 2022,,,,,,,
Religion,ANTI-MORMON,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,18522185594,Vandalism,July 2022,,,,,,,
Religion,"ANTI-MULTIPLE RELIGIONS, GROUP",VICTIM,BIAS INCIDENT,Church/Synagogue/Temple/Mosque,23122231677,Vandalism,August 2022,,,,,,,
Religion,ANTI-OTHER CHRISTIAN,,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,80221802526,Aggravated Assault,September 2021,49,Male,Latinx,25,Male,Unknown,VICTIM WAS OTHERWISE KNOWN
Religion,ANTI-OTHER CHRISTIAN,,BIAS INCIDENT,Residence/Home,35221352778,Intimidation,December 2021,,,,52,Male,Black,
Religion,ANTI-OTHER CHRISTIAN,VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,17122171816,Vandalism,June 2022,48,Male,Latinx,,,,
Religion,ANTI-OTHER RELIGION,,BIAS CRIME,Church/Synagogue/ Temple/Mosque,80017800001,Intimidation,January 2017,,Male,,30,Male,White,RELATIONSHIP UNKNOWN
Religion,ANTI-OTHER RELIGION,,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,33520335810,Intimidation,November 2020,,,,33,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Air/Bus/Train Terminal,13415134821,Simple Assault,April 2015,18,Male,Black,16,Male,Black,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Air/Bus/Train Terminal,21720217978,Simple Assault,July 2020,28,Female,White,21,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Air/Bus/Train Terminal,44018440646,Simple Assault,December 2018,,Male,Black,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Bar/ Nightclub,41615416336,Simple Assault,December 2015,30,Male,White,50,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Bar/ Nightclub,43615436049,Simple Assault,December 2015,,Male,,30,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Department/Discount Store,27520275672,Intimidation,September 2020,101,Female,White,26,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,18920189287,Aggravated Assault,June 2020,60,Male,Black,58,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,18920189287,Aggravated Assault,June 2020,60,Male,Black,60,Female,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,18920189287,Aggravated Assault,June 2020,60,Male,Black,61,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,33420334977,All Other Offenses,November 2020,,,,40,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Other/Unknown,33420334786,Simple Assault,November 2020,,,,19,Male,Black,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Parking/Drop Lot/Garage,82402182461,Vandalism,March 2021,,,,23,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Parking/Drop Lot/Garage,82502182517,Vandalism,March 2021,,,,23,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence /Home,40818408225,Simple Assault,December 2018,50,Male,White,65,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence /Home,90415904447,Vandalism,September 2015,,,,30,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,14602114604,Aggravated Assault,January 2021,34,Male,White,40,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,14602114604,Aggravated Assault,January 2021,34,Male,White,75,Male,White,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19822198858,Aggravated Assault,July 2022,44,Female,Black,46,Male,Latinx,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19822198858,Aggravated Assault,July 2022,53,Male,Black,46,Male,Latinx,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,23321233465,Aggravated Assault,August 2021,32,Male,White,17,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,23321233465,Aggravated Assault,August 2021,32,Male,White,50,Male,White,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19521195070,Burglary,July 2021,,,,35,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19821198611,Burglary,July 2021,27,Male,White,28,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,19821198611,Burglary,July 2021,27,Male,White,42,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,15322153998,Simple Assault,June 2022,62,Male,U,33,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,16320163605,Simple Assault,May 2020,,,,28,Male,Unknown,VICTIM WAS OTHERWISE KNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Residence/Home,23402123435,Vandalism,January 2021,,,,73,Female,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Restaurant,21521215560,Simple Assault,August 2021,41,Female,White,21,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Specialty Store,23221232474,Aggravated Assault,August 2021,24,Male,Asian,22,Male,Black,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Specialty Store,92222922186,All Other Offenses,August 2022,,,,35,Male,Black,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Specialty Store,92821928755,Intimidation,December 2021,,,,35,Male,Black,
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Specialty Store,31721317855,Vandalism,November 2021,44,Male,Asian,31,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,17117171908,Aggravated Assault,June 2017,30,Male,White,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,35917359521,Aggravated Assault,October 2017,30,Male,Black,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,42918429030,Disorderly Conduct,December 2018,15,Male,Black,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,16715167582,Simple Assault,May 2015,50,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,17615176107,Simple Assault,May 2015,30,Male,White,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,26902026964,Simple Assault,January 2020,15,Male,White,50,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,27219272526,Simple Assault,August 2019,50,Male,White,18,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,27219272526,Simple Assault,August 2019,50,Male,White,22,Male,Latinx,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,30119301186,Simple Assault,September 2019,50,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,36018360687,Simple Assault,October 2018,30,Male,Black,22,Female,Black,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,23922239468,,September 2022,,,,25,Male,White,VICTIM WAS EX-BOYFRIEND/EX-GIRLFRIEND
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,16321163711,Aggravated Assault,June 2021,42,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,16321163711,Aggravated Assault,June 2021,42,Male,White,23,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,22722227680,Aggravated Assault,August 2022,95,Male,White,29,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,22722227680,Aggravated Assault,August 2022,95,Male,White,38,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,23121231562,Aggravated Assault,August 2021,63,Male,White,33,Female,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,38420384608,Aggravated Assault,December 2020,42,Male,Asian,32,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,27120271569,Intimidation,September 2020,29,Female,White,17,Male,Latinx,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,27120271569,Intimidation,September 2020,43,Male,White,17,Male,Latinx,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,27120271569,Intimidation,September 2020,62,Female,White,17,Male,Latinx,VICTIM WAS ACQUAINTANCE
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,11322113143,Robbery,April 2022,29,Male,White,55,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,11822118775,Simple Assault,May 2022,41,Female,White,23,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,17621176268,Simple Assault,June 2021,38,Female,White,66,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Amusement Park/Movie Theaters,25622256579,Simple Assault,September 2022,52,Male,White,40,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Parking/Drop Lot/Garage,20922209604,,August 2022,44,Female,White,39,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Parking/Drop Lot/Garage,20922209604,,August 2022,58,Male,Black,39,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Parking/Drop Lot/Garage,27421274172,,October 2021,,,,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,10922109415,,April 2022,,,,38,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,11602111614,,January 2021,,,,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,15802215822,,January 2022,,,,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,78002278092,,March 2022,,,,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,31520315350,Aggravated Assault,October 2020,40,Male,Black,34,Male,Black,VICTIM WAS CHILD OF BOYFRIEND/GIRLFRIEND
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,31520315350,Aggravated Assault,October 2020,40,Male,Black,58,Female,Asian,VICTIM WAS BOYFRIEND/GIRLFRIEND
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,30220302457,Simple Assault,October 2020,25,Female,Black,23,Male,Latinx,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Residence/Home,86002186030,Vandalism,March 2021,31,Female,Black,41,Male,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,14421144230,,May 2021,54,Male,Latinx,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,41302241304,,February 2022,34,Female,Black,21,Male,White,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,15121151781,Aggravated Assault,June 2021,43,Male,White,25,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,23122231986,Disorderly Conduct,August 2022,,,,,,,
Sexual Orientation,ANTI-GAY (MALE),,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,23222232762,Disorderly Conduct,August 2022,40,Female,Black,55,Male,White,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Bar/ Nightclub,26301526399,Larceny,April 2015,30,Male,White,30,Male,White,
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Bar/Nightclub,19220192892,All Other Larceny,June 2020,16,Male,U,,,,
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Bar/Nightclub,19220192892,All Other Larceny,June 2020,18,Male,White,,,,
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Other/Unknown,68022680513,Vandalism,April 2022,38,Male,White,,,,
Sexual Orientation,ANTI-GAY (MALE),VICTIM,BIAS CRIME,Restaurant,23322233472,Aggravated Assault,August 2022,,,,50,Male,White,
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS CRIME,Residence /Home,39619396096,Vandalism,November 2019,,,,30,Female,Black,RELATIONSHIP UNKNOWN
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,22521225531,Disorderly Conduct,August 2021,62,Female,White,57,Female,White,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,22521225531,Disorderly Conduct,August 2021,62,Female,White,59,Female,White,VICTIM WAS NEIGHBOR
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS INCIDENT,Convenience Store,84202284233,,March 2022,34,Male,White,20,Female,White,VICTIM WAS STRANGER
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS INCIDENT,Residence/Home,82002282040,Aggravated Assault,March 2022,36,Male,White,22,Female,Black,VICTIM WAS STRANGER
Sexual Orientation,ANTI-LESBIAN (FEMALE),,BIAS INCIDENT,School-Elementary/Secondary,35502235527,Simple Assault,February 2022,,,,14,Female,Black,
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Field/Woods,24618246767,Aggravated Assault,July 2018,30,Male,Asian,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Field/Woods,36018360385,Aggravated Assault,October 2018,,,,30,Female,Latinx,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Residence /Home,27418274497,Intimidation,August 2018,30,Male,White,30,Male,White,VICTIM WAS NEIGHBOR
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,19419194871,Simple Assault,June 2019,30,Male,Black,30,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, OR TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/ Road/Alley/ Sidewalk,20218202972,Simple Assault,June 2018,22,Male,White,22,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Residence/Home,89802189803,Intimidation,January 2021,71,Male,White,37,Male,White,VICTIM WAS ACQUAINTANCE
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,36620366500,Intimidation,December 2020,,,,47,Female,Black,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,54222021542,Robbery,January 2021,43,Male,White,19,Male,White,VICTIM WAS OTHERWISE KNOWN
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,54222021542,Robbery,January 2021,43,Male,White,49,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,23622236935,Simple Assault,September 2022,24,Male,Black,27,Female,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,30921309846,Simple Assault,November 2021,48,Male,White,23,Female,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,37820378729,Simple Assault,December 2020,,,,23,Female,Unknown,
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS CRIME,Street/Highway/Road/Alley/Sidewalk,37820378729,Simple Assault,December 2020,,,,24,Female,White,
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",,BIAS INCIDENT,Street/Highway/Road/Alley/Sidewalk,24721247476,Aggravated Assault,September 2021,38,Male,White,35,Male,White,VICTIM WAS STRANGER
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,14420144240,Vandalism,May 2020,,,,,,,
Sexual Orientation,"ANTI-LESBIAN, GAY, BISEXUAL, or TRANSGENDER (MIXED GROUP)",VICTIM,BIAS CRIME,Church/Synagogue/Temple/Mosque,14720147910,Vandalism,May 2020,,,,,,,
